Rk,Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
10863,Gary Harris\harriga01,24-191,G,3/24/19,DEN,@,IND,L,1,26,5,6,0.833,4,5,0.8,1,1,1,0,0,,0,1,1,1,0,1,0,1,11,10.1
10864,Gary Harris\harriga01,24-113,G,1/5/19,DEN,,CHO,W,0,26,7,15,0.467,4,7,0.571,3,8,0.375,0,1,0,2,4,6,5,1,0,0,1,17,15.6
10865,Gary Harris\harriga01,24-039,G,10/23/18,DEN,,SAC,W,1,26,8,12,0.667,6,8,0.75,2,4,0.5,0,0,,1,2,3,5,1,0,1,0,18,17.6
10866,Gary Harris\harriga01,24-169,G,3/2/19,DEN,,NOP,L,1,26,3,9,0.333,2,6,0.333,1,3,0.333,1,1,1,0,0,0,2,1,1,3,1,8,2.6
10867,Gary Harris\harriga01,24-189,G,3/22/19,DEN,@,NYK,W,1,26,5,8,0.625,1,3,0.333,4,5,0.8,0,0,,1,4,5,0,2,0,2,0,14,12.3
10868,Joe Harris\harrijo01,27-177,G,3/2/19,BRK,@,MIA,L,1,26,6,11,0.545,4,6,0.667,2,5,0.4,1,1,1,0,3,3,0,0,2,4,1,15,7.6
10869,Joe Harris\harrijo01,27-101,G,12/16/18,BRK,,ATL,W,1,26,4,7,0.571,1,1,1,3,6,0.5,5,6,0.833,0,1,1,6,1,0,1,2,16,16
10870,Tobias Harris\harrito02,26-110,F,11/2/18,LAC,@,ORL,W,1,26,8,10,0.8,7,8,0.875,1,2,0.5,4,4,1,0,7,7,2,0,0,0,2,21,19.9
10871,Shaquille Harrison\harrish01,25-088,G,1/2/19,CHI,,ORL,L,0,26,5,14,0.357,4,10,0.4,1,4,0.25,0,0,,1,2,3,2,3,0,2,0,11,6.9
10872,Shaquille Harrison\harrish01,25-074,G,12/19/18,CHI,,BRK,L,0,26,6,8,0.75,6,7,0.857,0,1,0,1,1,1,0,2,2,1,2,0,0,4,13,11.5
10873,Shaquille Harrison\harrish01,25-123,G,2/6/19,CHI,,NOP,L,0,26,3,6,0.5,2,4,0.5,1,2,0.5,2,3,0.667,0,2,2,4,4,1,1,3,9,11.5
10874,Josh Hart\hartjo01,23-284,G,12/15/18,LAL,@,CHO,W,1,26,2,8,0.25,1,4,0.25,1,4,0.25,0,1,0,1,2,3,1,1,0,2,2,5,0
10875,Josh Hart\hartjo01,23-232,G,10/24/18,LAL,@,PHO,W,1,26,5,8,0.625,1,2,0.5,4,6,0.667,1,2,0.5,1,1,2,2,2,0,1,4,15,12.8
10876,Josh Hart\hartjo01,23-319,G,1/19/19,LAL,@,HOU,L,0,26,3,10,0.3,2,4,0.5,1,6,0.167,0,0,,1,4,5,2,0,0,1,3,7,2.3
10877,Josh Hart\hartjo01,23-309,G,1/9/19,LAL,,DET,W,1,26,1,3,0.333,1,2,0.5,0,1,0,0,0,,0,7,7,1,0,1,2,2,2,1
10878,Josh Hart\hartjo01,23-306,G,1/6/19,LAL,@,MIN,L,1,26,3,12,0.25,1,7,0.143,2,5,0.4,2,2,1,0,2,2,2,2,0,1,0,10,5.8
10879,Josh Hart\hartjo01,23-361,G,3/2/19,LAL,@,PHO,L,0,26,3,6,0.5,2,2,1,1,4,0.25,1,1,1,1,2,3,0,1,1,0,5,8,6
10880,Gordon Hayward\haywago01,28-260,F-G,12/8/18,BOS,@,CHI,W,0,26,2,9,0.222,1,5,0.2,1,4,0.25,0,0,,1,4,5,6,0,0,1,0,5,4.6
10881,Gordon Hayward\haywago01,28-227,F-G,11/5/18,BOS,@,DEN,L,1,26,3,7,0.429,3,5,0.6,0,2,0,2,2,1,1,8,9,2,0,0,1,2,8,7
10882,Gordon Hayward\haywago01,28-321,F-G,2/7/19,BOS,,LAL,L,0,26,2,5,0.4,2,3,0.667,0,2,0,0,0,,0,6,6,5,0,0,0,1,4,6.2
10883,Gordon Hayward\haywago01,28-225,F-G,11/3/18,BOS,@,IND,L,1,26,2,10,0.2,2,5,0.4,0,5,0,0,0,,2,5,7,3,1,2,1,3,4,3
10884,Gordon Hayward\haywago01,28-290,F-G,1/7/19,BOS,,BRK,W,0,26,4,10,0.4,2,5,0.4,2,5,0.4,2,3,0.667,1,3,4,2,1,0,4,4,12,4.6
10885,Gordon Hayward\haywago01,28-231,F-G,11/9/18,BOS,@,UTA,L,1,26,3,9,0.333,2,4,0.5,1,5,0.2,6,6,1,0,1,1,7,1,0,1,3,13,11.9
10886,Gordon Hayward\haywago01,28-221,F-G,10/30/18,BOS,,DET,W,1,26,3,10,0.3,3,8,0.375,0,2,0,0,0,,1,3,4,3,0,0,1,0,6,2.9
10887,Gordon Hayward\haywago01,29-013,F-G,4/5/19,BOS,@,IND,W,0,26,9,9,1,9,9,1,0,0,,3,3,1,0,4,4,2,1,0,1,0,21,20.9
10888,Gordon Hayward\haywago01,28-239,F-G,11/17/18,BOS,,UTA,L,1,26,3,7,0.429,3,5,0.6,0,2,0,1,1,1,1,3,4,3,2,0,3,0,7,6
10889,Willy Hernangomez\hernawi01,24-235,C,1/17/19,CHO,,SAC,W,0,26,4,9,0.444,3,7,0.429,1,2,0.5,2,2,1,4,12,16,1,1,1,1,4,11,12.5
10890,Mario Hezonja\hezonma01,24-027,F-G,3/24/19,NYK,,LAC,L,1,26,2,9,0.222,2,6,0.333,0,3,0,2,2,1,1,4,5,3,0,1,3,2,6,1.4
10891,Mario Hezonja\hezonma01,23-337,F-G,1/28/19,NYK,@,CHO,L,0,26,4,11,0.364,4,9,0.444,0,2,0,1,2,0.5,0,4,4,2,1,1,3,0,9,3.8
10892,Mario Hezonja\hezonma01,24-023,F-G,3/20/19,NYK,,UTA,L,1,26,8,13,0.615,4,8,0.5,4,5,0.8,3,3,1,1,1,2,1,0,0,4,4,23,13.2
10893,Mario Hezonja\hezonma01,23-276,F-G,11/28/18,NYK,@,PHI,L,1,26,7,15,0.467,5,9,0.556,2,6,0.333,1,1,1,0,5,5,1,5,0,2,4,17,12.9
10894,Buddy Hield\hieldbu01,26-109,G,4/5/19,SAC,@,UTA,L,1,26,7,17,0.412,4,10,0.4,3,7,0.429,0,0,,1,2,3,0,1,0,0,3,17,9
10895,Buddy Hield\hieldbu01,26-009,G,12/26/18,SAC,@,LAC,L,1,26,4,18,0.222,4,12,0.333,0,6,0,3,3,1,2,4,6,1,0,1,3,2,11,0.2
10896,Buddy Hield\hieldbu01,26-055,G,2/10/19,SAC,,PHO,W,1,26,6,15,0.4,3,6,0.5,3,9,0.333,3,4,0.75,3,3,6,0,1,1,1,2,18,12.4
10897,Buddy Hield\hieldbu01,25-330,G,11/12/18,SAC,,SAS,W,1,26,5,13,0.385,3,8,0.375,2,5,0.4,2,4,0.5,1,1,2,4,2,0,1,1,14,10.5
10898,Buddy Hield\hieldbu01,25-360,G,12/12/18,SAC,,MIN,W,1,26,7,13,0.538,2,5,0.4,5,8,0.625,1,2,0.5,1,1,2,3,0,1,1,3,20,14.9
10899,Buddy Hield\hieldbu01,25-328,G,11/10/18,SAC,,LAL,L,1,26,3,17,0.176,2,11,0.182,1,6,0.167,5,5,1,2,2,4,2,0,0,2,2,12,1.9
10900,George Hill\hillge01,32-254,G,1/13/19,MIL,@,ATL,W,0,26,5,7,0.714,4,4,1,1,3,0.333,0,0,,0,1,1,3,1,0,1,3,11,9.3
10901,Solomon Hill\hillso01,27-273,F,12/16/18,NOP,,MIA,L,1,26,4,6,0.667,3,4,0.75,1,2,0.5,1,2,0.5,2,5,7,1,1,0,0,2,10,10.8
10902,Justin Holiday\holidju01,29-272,F,1/2/19,CHI,,ORL,L,1,26,1,7,0.143,0,2,0,1,5,0.2,0,0,,0,4,4,1,0,0,0,2,3,-0.4
10903,Justin Holiday\holidju01,29-240,F,12/1/18,CHI,@,HOU,L,1,26,4,13,0.308,3,5,0.6,1,8,0.125,2,2,1,0,3,3,1,4,1,4,3,11,4.6
10904,Justin Holiday\holidju01,29-337,F,3/8/19,MEM,,UTA,W,1,26,3,4,0.75,1,2,0.5,2,2,1,0,0,,0,3,3,2,0,2,1,4,8,7.5
10905,Justin Holiday\holidju01,29-324,F,2/23/19,MEM,@,CLE,L,1,26,4,7,0.571,2,3,0.667,2,4,0.5,0,0,,1,1,2,1,1,0,0,2,10,8.6
10906,Rondae Hollis-Jefferson\holliro01,24-084,F,3/28/19,BRK,@,PHI,L,0,26,7,14,0.5,7,14,0.5,0,0,,5,7,0.714,3,7,10,2,1,0,1,2,19,16
10907,Rondae Hollis-Jefferson\holliro01,23-321,F,11/20/18,BRK,@,MIA,W,0,26,3,9,0.333,3,8,0.375,0,1,0,4,6,0.667,3,4,7,0,0,0,2,2,10,4.6
10908,Rondae Hollis-Jefferson\holliro01,24-097,F,4/10/19,BRK,,MIA,W,0,26,5,18,0.278,5,16,0.313,0,2,0,0,0,,5,7,12,3,3,1,3,1,10,7.4
10909,Rodney Hood\hoodro01,25-362,G-F,10/17/18,CLE,@,TOR,L,1,26,5,13,0.385,5,11,0.455,0,2,0,2,2,1,1,1,2,1,1,0,0,3,12,6.4
10910,Rodney Hood\hoodro01,26-074,G-F,1/2/19,CLE,,MIA,L,1,26,5,7,0.714,2,3,0.667,3,4,0.75,0,0,,0,2,2,1,2,1,1,1,13,12.7
10911,Rodney Hood\hoodro01,26-035,G-F,11/24/18,CLE,,HOU,W,1,26,3,7,0.429,1,3,0.333,2,4,0.5,1,1,1,0,0,0,1,0,0,1,2,9,4.2
10912,Rodney Hood\hoodro01,26-169,G-F,4/7/19,POR,,DEN,W,0,26,4,7,0.571,3,5,0.6,1,2,0.5,2,3,0.667,1,2,3,3,0,0,3,1,11,7.3
10913,Al Horford\horfoal01,32-281,C-F,3/11/19,BOS,@,LAC,L,1,26,5,12,0.417,5,9,0.556,0,3,0,0,0,,0,1,1,4,2,0,1,1,10,7.3
10914,Al Horford\horfoal01,32-308,C-F,4/7/19,BOS,,ORL,L,1,26,7,12,0.583,6,11,0.545,1,1,1,3,4,0.75,0,4,4,7,2,0,2,2,18,17.3
10915,Danuel House\houseda01,25-214,G,1/7/19,HOU,,DEN,W,1,26,1,3,0.333,0,2,0,1,1,1,3,3,1,1,5,6,3,0,0,3,0,6,5.6
10916,Danuel House\houseda01,25-212,G,1/5/19,HOU,@,POR,L,1,26,3,6,0.5,2,3,0.667,1,3,0.333,0,0,,0,4,4,0,2,1,0,0,7,7.9
10917,Dwight Howard\howardw01,32-336,C,11/9/18,WAS,@,ORL,L,1,26,6,8,0.75,6,8,0.75,0,0,,0,2,0,2,6,8,0,0,0,4,2,12,6.4
10918,R.J. Hunter\hunterj01,25-167,G,4/9/19,BOS,@,WAS,W,0,26,6,13,0.462,2,3,0.667,4,10,0.4,1,2,0.5,1,2,3,3,1,0,0,3,17,13.1
10919,Chandler Hutchison\hutchch01,22-253,G,1/4/19,CHI,,IND,L,1,26,2,8,0.25,2,6,0.333,0,2,0,0,0,,0,3,3,0,0,0,0,2,4,-0.7
10920,Serge Ibaka\ibakase01,29-038,F-C,10/26/18,TOR,,DAL,W,0,26,5,13,0.385,5,10,0.5,0,3,0,1,1,1,2,6,8,1,0,2,5,2,11,3.4
10921,Serge Ibaka\ibakase01,29-142,F-C,2/7/19,TOR,@,ATL,W,1,26,4,10,0.4,4,9,0.444,0,1,0,4,6,0.667,0,5,5,2,0,0,0,2,12,7.9
10922,Serge Ibaka\ibakase01,29-107,F-C,1/3/19,TOR,@,SAS,L,1,26,5,11,0.455,4,7,0.571,1,4,0.25,3,4,0.75,2,4,6,1,1,0,1,5,14,9.2
10923,Serge Ibaka\ibakase01,29-053,F-C,11/10/18,TOR,,NYK,W,1,26,5,11,0.455,4,9,0.444,1,2,0.5,1,2,0.5,0,8,8,1,0,0,0,3,12,7.8
10924,Serge Ibaka\ibakase01,29-146,F-C,2/11/19,TOR,,BRK,W,1,26,9,13,0.692,9,11,0.818,0,2,0,0,0,,2,10,12,1,1,2,0,1,18,19.6
10925,Serge Ibaka\ibakase01,29-123,F-C,1/19/19,TOR,,MEM,W,1,26,9,13,0.692,9,12,0.75,0,1,0,0,0,,4,1,5,0,0,1,0,4,18,14.7
10926,Andre Iguodala\iguodan01,34-297,G-F,11/21/18,GSW,,OKC,L,1,26,2,4,0.5,2,3,0.667,0,1,0,2,2,1,1,0,1,3,0,0,1,0,6,5.8
10927,Andre Iguodala\iguodan01,34-266,G-F,10/21/18,GSW,@,DEN,L,0,26,2,2,1,2,2,1,0,0,,0,0,,0,3,3,3,1,1,2,3,4,4.9
10928,Andre Iguodala\iguodan01,34-294,G-F,11/18/18,GSW,@,SAS,L,1,26,1,3,0.333,1,2,0.5,0,1,0,2,2,1,0,1,1,3,2,0,0,0,4,6.7
10929,Andre Iguodala\iguodan01,34-342,G-F,1/5/19,GSW,@,SAC,W,0,26,3,9,0.333,2,4,0.5,1,5,0.2,0,0,,0,6,6,3,0,1,1,0,7,5.5
10930,Andre Iguodala\iguodan01,34-269,G-F,10/24/18,GSW,,WAS,W,0,26,1,4,0.25,1,2,0.5,0,2,0,0,0,,0,3,3,0,1,0,1,2,2,-0.3
10931,Andre Iguodala\iguodan01,35-005,G-F,2/2/19,GSW,,LAL,W,0,26,7,9,0.778,4,5,0.8,3,4,0.75,0,0,,1,2,3,4,1,1,0,1,17,18.9
10932,Andre Iguodala\iguodan01,34-289,G-F,11/13/18,GSW,,ATL,W,0,26,3,5,0.6,1,3,0.333,2,2,1,0,0,,1,4,5,5,0,0,2,1,8,8.7
10933,Ersan Ilyasova\ilyaser01,31-165,F,10/27/18,MIL,,ORL,W,0,26,1,3,0.333,1,1,1,0,2,0,0,0,,2,8,10,6,1,0,1,2,2,7.5
10934,Ersan Ilyasova\ilyaser01,31-241,F,1/11/19,MIL,@,WAS,L,1,26,6,8,0.75,6,8,0.75,0,0,,0,0,,2,3,5,2,2,0,0,3,12,13.3
10935,Ersan Ilyasova\ilyaser01,31-170,F,11/1/18,MIL,@,BOS,L,0,26,3,6,0.5,3,5,0.6,0,1,0,2,2,1,2,3,5,0,1,0,0,3,8,7.1
10936,Joe Ingles\inglejo01,31-065,F-G,12/6/18,UTA,,HOU,W,1,26,6,9,0.667,2,3,0.667,4,6,0.667,2,2,1,1,5,6,3,2,0,0,2,18,19.6
10937,Brandon Ingram\ingrabr01,21-174,F,2/23/19,LAL,@,NOP,L,1,26,10,18,0.556,7,14,0.5,3,4,0.75,6,9,0.667,2,3,5,3,0,0,5,5,29,16.6
10938,Jonathan Isaac\isaacjo01,21-165,F,3/17/19,ORL,,ATL,W,1,26,0,7,0,0,1,0,0,6,0,0,0,,0,3,3,0,1,1,1,1,0,-3.7
10939,Jonathan Isaac\isaacjo01,21-095,F,1/6/19,ORL,@,LAC,L,1,26,1,7,0.143,1,3,0.333,0,4,0,0,0,,0,1,1,0,1,1,1,1,2,-1.9
10940,Jonathan Isaac\isaacjo01,21-019,F,10/22/18,ORL,@,BOS,W,1,26,8,12,0.667,6,8,0.75,2,4,0.5,0,0,,4,8,12,0,1,0,0,1,18,18.6
10941,Jonathan Isaac\isaacjo01,21-182,F,4/3/19,ORL,,NYK,W,1,26,3,16,0.188,3,10,0.3,0,6,0,0,0,,6,3,9,0,0,2,2,3,6,-0.7
10942,Jonathan Isaac\isaacjo01,21-084,F,12/26/18,ORL,,PHO,L,1,26,4,9,0.444,4,8,0.5,0,1,0,3,4,0.75,2,3,5,1,0,0,1,4,11,6.3
10943,Jonathan Isaac\isaacjo01,21-071,F,12/13/18,ORL,,CHI,W,1,26,2,7,0.286,1,4,0.25,1,3,0.333,5,5,1,0,3,3,1,3,3,2,5,10,8.6
10944,Jonathan Isaac\isaacjo01,21-058,F,11/30/18,ORL,@,PHO,W,0,26,1,4,0.25,1,3,0.333,0,1,0,0,0,,1,2,3,3,1,1,1,3,2,2.5
10945,Jonathan Isaac\isaacjo01,21-098,F,1/9/19,ORL,@,UTA,L,1,26,3,7,0.429,1,3,0.333,2,4,0.5,1,2,0.5,0,5,5,1,0,1,0,1,9,7.4
10946,Jonathan Isaac\isaacjo01,21-178,F,3/30/19,ORL,@,IND,W,1,26,4,8,0.5,1,1,1,3,7,0.429,3,4,0.75,2,6,8,1,1,0,1,0,14,13.5
10947,Jonathan Isaac\isaacjo01,21-148,F,2/28/19,ORL,,GSW,W,1,26,6,8,0.75,6,7,0.857,0,1,0,0,1,0,1,3,4,0,0,1,3,3,12,6.5
10948,Wesley Iwundu\iwundwe01,24-087,F,3/17/19,ORL,,ATL,W,0,26,3,7,0.429,1,3,0.333,2,4,0.5,6,8,0.75,4,3,7,0,1,2,0,0,14,15.6
10949,Wesley Iwundu\iwundwe01,24-018,F,1/7/19,ORL,@,SAC,L,0,26,4,10,0.4,4,9,0.444,0,1,0,3,4,0.75,0,5,5,1,0,0,2,1,11,5
10950,Wesley Iwundu\iwundwe01,24-070,F,2/28/19,ORL,,GSW,W,0,26,1,3,0.333,1,2,0.5,0,1,0,2,2,1,1,3,4,2,0,0,2,0,4,3.3
10951,Frank Jackson\jacksfr01,20-281,G,2/9/19,NOP,@,MEM,L,1,26,3,12,0.25,3,9,0.333,0,3,0,0,0,,1,2,3,0,1,0,0,2,6,0.3
10952,Frank Jackson\jacksfr01,20-178,G,10/29/18,NOP,@,DEN,L,0,26,4,8,0.5,2,6,0.333,2,2,1,0,0,,0,2,2,1,1,0,0,2,10,7.5
10953,Frank Jackson\jacksfr01,20-302,G,3/2/19,NOP,@,DEN,W,0,26,6,10,0.6,4,6,0.667,2,4,0.5,2,2,1,0,7,7,2,0,0,2,1,16,12.5
10954,Frank Jackson\jacksfr01,20-265,G,1/24/19,NOP,@,OKC,L,0,26,6,13,0.462,6,8,0.75,0,5,0,0,0,,0,1,1,2,0,0,2,3,12,3.8
10955,Jaren Jackson\jacksja02,19-141,F,2/3/19,MEM,@,NYK,W,1,26,5,11,0.455,4,9,0.444,1,2,0.5,5,8,0.625,5,2,7,2,0,0,0,5,16,12.6
10956,Jaren Jackson\jacksja02,19-130,F,1/23/19,MEM,,CHO,L,1,26,4,9,0.444,3,7,0.429,1,2,0.5,6,6,1,0,1,1,1,1,1,0,4,15,11.4
10957,Josh Jackson\jacksjo02,21-310,F-G,12/17/18,PHO,@,NYK,W,0,26,5,9,0.556,3,6,0.5,2,3,0.667,2,4,0.5,0,7,7,3,0,1,0,3,14,12.6
10958,Josh Jackson\jacksjo02,21-299,F-G,12/6/18,PHO,@,POR,L,1,26,6,14,0.429,6,13,0.462,0,1,0,2,3,0.667,1,6,7,3,3,0,5,3,14,7.6
10959,Josh Jackson\jacksjo02,22-024,F-G,3/6/19,PHO,,NYK,W,0,26,0,7,0,0,6,0,0,1,0,2,2,1,0,3,3,2,1,1,3,0,2,-1.9
10960,Justin Jackson\jacksju01,23-207,G-F,10/21/18,SAC,@,OKC,W,0,26,4,6,0.667,3,4,0.75,1,2,0.5,2,2,1,0,5,5,3,0,0,1,1,11,10.6
10961,Justin Jackson\jacksju01,23-261,G-F,12/14/18,SAC,,GSW,L,0,26,3,7,0.429,1,1,1,2,6,0.333,1,2,0.5,0,3,3,1,0,1,0,3,9,6
10962,Reggie Jackson\jacksre01,28-237,G,12/9/18,DET,,NOP,L,1,26,1,6,0.167,1,4,0.25,0,2,0,0,0,,0,0,0,7,2,0,1,3,2,2.9
10963,Reggie Jackson\jacksre01,28-205,G,11/7/18,DET,@,ORL,W,1,26,5,11,0.455,4,5,0.8,1,6,0.167,4,5,0.8,0,1,1,4,0,0,5,4,15,5.4
10964,LeBron James\jamesle01,33-322,F-G,11/17/18,LAL,@,ORL,L,1,26,8,19,0.421,5,13,0.385,3,6,0.5,3,4,0.75,0,4,4,7,0,1,3,0,22,15.3
10965,John Jenkins\jenkijo01,27-345,G,2/14/19,NYK,@,ATL,W,0,26,6,13,0.462,4,7,0.571,2,6,0.333,0,0,,2,3,5,2,0,0,2,0,14,9
10966,Jonas Jerebko\jerebjo01,31-253,F,11/10/18,GSW,,BRK,W,1,26,4,9,0.444,4,6,0.667,0,3,0,0,0,,2,1,3,2,0,0,2,3,8,3.2
10967,Jonas Jerebko\jerebjo01,31-261,F,11/18/18,GSW,@,SAS,L,1,26,3,3,1,3,3,1,0,0,,2,2,1,4,6,10,2,0,0,1,2,8,11.3
10968,Jonas Jerebko\jerebjo01,31-290,F,12/17/18,GSW,,MEM,W,0,26,5,10,0.5,1,3,0.333,4,7,0.571,2,2,1,1,2,3,1,1,0,1,4,16,11.4
10969,James Johnson\johnsja01,31-337,F,1/23/19,MIA,,LAC,L,1,26,1,5,0.2,0,3,0,1,2,0.5,0,0,,1,1,2,1,0,1,0,1,3,1.9
10970,James Johnson\johnsja01,31-358,F,2/13/19,MIA,@,DAL,W,0,26,5,7,0.714,3,5,0.6,2,2,1,0,1,0,0,4,4,3,1,0,2,3,12,9.8
10971,Stanley Johnson\johnsst04,22-252,F,2/5/19,DET,@,NYK,W,0,26,1,4,0.25,0,2,0,1,2,0.5,0,0,,0,3,3,2,0,0,0,3,3,1.7
10972,Stanley Johnson\johnsst04,22-176,F,11/21/18,DET,@,HOU,L,0,26,3,7,0.429,2,2,1,1,5,0.2,3,4,0.75,0,2,2,1,2,0,0,3,10,8
10973,Tyler Johnson\johnsty01,26-240,G,1/2/19,MIA,@,CLE,W,0,26,6,10,0.6,5,7,0.714,1,3,0.333,3,4,0.75,0,4,4,4,3,0,3,2,16,14.2
10974,Tyler Johnson\johnsty01,26-257,G,1/19/19,MIA,@,CHI,W,0,26,5,10,0.5,2,3,0.667,3,7,0.429,1,2,0.5,0,1,1,2,2,0,3,1,14,8.9
10975,Tyler Johnson\johnsty01,26-176,G,10/30/18,MIA,@,CHO,L,0,26,5,7,0.714,4,5,0.8,1,2,0.5,1,3,0.333,0,2,2,3,1,1,2,3,12,9.5
10976,Tyler Johnson\johnsty01,26-223,G,12/16/18,MIA,@,NOP,W,0,26,5,13,0.385,2,5,0.4,3,8,0.375,2,2,1,0,1,1,2,1,0,1,0,15,9.6
10977,Nikola Jokic\jokicni01,23-261,C-F,11/7/18,DEN,@,MEM,L,1,26,0,1,0,0,0,,0,1,0,4,4,1,1,6,7,4,3,0,6,5,4,3.6
10978,Nikola Jokic\jokicni01,23-350,C-F,2/4/19,DEN,@,DET,L,1,26,7,17,0.412,7,14,0.5,0,3,0,2,3,0.667,1,2,3,4,3,0,3,4,16,9
10979,Nikola Jokic\jokicni01,24-021,C-F,3/12/19,DEN,,MIN,W,1,26,9,14,0.643,9,14,0.643,0,0,,0,0,,4,4,8,7,0,1,4,4,18,15.8
10980,Derrick Jones\jonesde02,21-300,F,12/12/18,MIA,@,UTA,L,0,26,3,6,0.5,3,3,1,0,3,0,2,4,0.5,0,4,4,0,5,0,0,2,8,9.6
10981,Derrick Jones\jonesde02,22-015,F,3/2/19,MIA,,BRK,W,0,26,7,10,0.7,5,6,0.833,2,4,0.5,2,2,1,0,4,4,0,0,1,0,2,18,14.9
10982,Derrick Jones\jonesde02,21-267,F,11/9/18,MIA,,IND,L,0,26,4,6,0.667,3,5,0.6,1,1,1,1,2,0.5,1,1,2,1,1,1,0,1,10,10
10983,Tyus Jones\jonesty01,22-183,G,11/9/18,MIN,@,SAC,L,0,26,2,8,0.25,2,5,0.4,0,3,0,3,4,0.75,0,3,3,3,1,0,1,1,7,4.4
10984,Tyus Jones\jonesty01,22-169,G,10/26/18,MIN,,MIL,L,0,26,4,13,0.308,2,9,0.222,2,4,0.5,2,2,1,0,2,2,4,2,0,1,1,12,8.5
10985,Tyus Jones\jonesty01,22-225,G,12/21/18,MIN,@,SAS,L,0,26,4,7,0.571,4,7,0.571,0,0,,2,2,1,0,0,0,3,0,0,1,0,10,7.8
10986,DeAndre Jordan\jordade01,30-231,C,3/9/19,NYK,,SAC,L,1,26,6,9,0.667,6,9,0.667,0,0,,2,2,1,6,9,15,1,0,1,1,4,14,15.8
10987,DeAndre Jordan\jordade01,30-193,C,1/30/19,DAL,@,NYK,W,1,26,3,3,1,3,3,1,0,0,,0,0,,1,8,9,1,0,0,1,0,6,7.9
10988,DeAndre Jordan\jordade01,30-203,C,2/9/19,NYK,,TOR,L,1,26,4,8,0.5,4,8,0.5,0,0,,2,6,0.333,7,11,18,3,0,1,4,1,10,11
10989,Cory Joseph\josepco01,27-106,G,12/4/18,IND,,CHI,W,0,26,3,6,0.5,2,3,0.667,1,3,0.333,2,2,1,0,2,2,3,2,0,3,1,9,7.3
10990,Cory Joseph\josepco01,27-163,G,1/30/19,IND,@,WAS,L,0,26,0,7,0,0,4,0,0,3,0,1,2,0.5,1,2,3,6,1,0,0,1,1,1.8
10991,Cory Joseph\josepco01,27-063,G,10/22/18,IND,@,MIN,L,0,26,3,7,0.429,2,4,0.5,1,3,0.333,0,0,,0,3,3,5,2,0,2,1,7,7.3
10992,Cory Joseph\josepco01,27-141,G,1/8/19,IND,@,CLE,W,0,26,4,8,0.5,1,3,0.333,3,5,0.6,0,0,,1,1,2,6,0,0,0,1,11,11.8
10993,Enes Kanter\kanteen01,26-318,C,4/3/19,POR,,MEM,W,1,26,10,15,0.667,10,14,0.714,0,1,0,1,4,0.25,7,8,15,0,3,0,2,2,21,20.8
10994,Enes Kanter\kanteen01,26-175,C,11/11/18,NYK,,ORL,L,0,26,7,15,0.467,7,14,0.5,0,1,0,2,2,1,8,7,15,1,0,0,1,2,16,14.9
10995,Enes Kanter\kanteen01,26-192,C,11/28/18,NYK,@,PHI,L,1,26,6,9,0.667,6,9,0.667,0,0,,5,5,1,5,1,6,1,0,0,4,3,17,12.4
10996,Enes Kanter\kanteen01,26-202,C,12/8/18,NYK,,BRK,L,1,26,10,13,0.769,10,13,0.769,0,0,,3,5,0.6,3,11,14,3,1,0,0,3,23,24.4
10997,Enes Kanter\kanteen01,26-316,C,4/1/19,POR,@,MIN,W,1,26,7,10,0.7,7,9,0.778,0,1,0,6,8,0.75,6,5,11,1,0,4,2,3,20,21
10998,Enes Kanter\kanteen01,26-162,C,10/29/18,NYK,,BRK,W,0,26,7,13,0.538,7,13,0.538,0,0,,1,1,1,6,9,15,2,1,0,6,3,15,10.8
10999,Luke Kennard\kennalu01,22-168,G,12/9/18,DET,,NOP,L,0,26,1,5,0.2,1,2,0.5,0,3,0,0,0,,0,5,5,2,0,1,1,1,2,1.1
11000,Luke Kennard\kennalu01,22-206,G,1/16/19,DET,,ORL,W,0,26,6,10,0.6,5,7,0.714,1,3,0.333,1,1,1,0,4,4,2,1,0,0,2,14,12.2
11001,Michael Kidd-Gilchrist\kiddgmi01,25-121,F,1/25/19,CHO,@,MIL,L,0,26,6,11,0.545,6,9,0.667,0,2,0,4,7,0.571,4,3,7,2,2,0,2,5,16,12.6
11002,Michael Kidd-Gilchrist\kiddgmi01,25-150,F,2/23/19,CHO,,BRK,L,0,26,3,6,0.5,2,4,0.5,1,2,0.5,2,4,0.5,0,2,2,1,0,0,2,2,9,3.7
11003,Michael Kidd-Gilchrist\kiddgmi01,25-108,F,1/12/19,CHO,@,SAC,L,0,26,5,10,0.5,4,9,0.444,1,1,1,0,0,,3,4,7,0,0,3,1,4,11,8.8
11004,Michael Kidd-Gilchrist\kiddgmi01,25-034,F,10/30/18,CHO,,MIA,W,0,26,5,9,0.556,5,9,0.556,0,0,,4,4,1,4,4,8,1,0,0,0,3,14,13.2
11005,Maxi Kleber\klebima01,26-349,F,1/13/19,DAL,,GSW,L,1,26,2,7,0.286,2,6,0.333,0,1,0,2,2,1,3,5,8,0,1,1,2,3,6,4
11006,Maxi Kleber\klebima01,27-064,F,4/3/19,DAL,,MIN,L,0,26,1,4,0.25,1,3,0.333,0,1,0,0,0,,1,5,6,1,0,2,1,2,2,2.1
